,GeneID,EC#,EC,Superpathway
0,gi|284047386|ref|NC_013740.1|:c1753819-1752638|905|g__Acidaminococcus.s__Acidaminococcus_fermentans|UniRef90_D2RLJ3|UniRef50_C7XRX0,ec:0.0.0.0,,
5917,gi|224581037|ref|NZ_GG657562.1|:c257062-256028|61171|g__Holdemania.s__Holdemania_filiformis|UniRef90_B9YDU6|UniRef50_O05389,ec:1.1.1.18,ec:1.1.1.18,Global and overview maps
5917,gi|224581037|ref|NZ_GG657562.1|:c257062-256028|61171|g__Holdemania.s__Holdemania_filiformis|UniRef90_B9YDU6|UniRef50_O05389,ec:1.1.1.18,ec:1.1.1.18,Global and overview maps
5918,gi|224581031|ref|NZ_GG657556.1|:592818-593876|61171|g__Holdemania.s__Holdemania_filiformis|UniRef90_B9Y882|UniRef50_B9Y7C7,ec:0.0.0.0,,
5919,gi|423106754|ref|NZ_JH603143.1|:c1035162-1034950|571|g__Klebsiella.s__Klebsiella_oxytoca|UniRef90_G8WKC7|UniRef50_Q9S1B7,ec:0.0.0.0,,
5920,gi|423106754|ref|NZ_JH603143.1|:3715356-3716297|571|g__Klebsiella.s__Klebsiella_oxytoca|UniRef90_W9B8W4|UniRef50_E6WMX9,ec:0.0.0.0,,
5921,gi|423117994|ref|NZ_JH603146.1|:4649751-4650309|571|g__Klebsiella.s__Klebsiella_oxytoca|UniRef90_H3MSV1|UniRef50_T2KAI1,ec:0.0.0.0,,
5922,gi|419992950|ref|NZ_AJZX01000029.1|:c22127-21954|573|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_M7Q2P0|UniRef50_G0GSQ0,ec:0.0.0.0,,
5923,gi|556464558|ref|NZ_KI535573.1|:1962707-1967074|573|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_unknown|UniRef50_T5YU58,ec:0.0.0.0,,
5924,gi|424930866|ref|NZ_JH930400.1|:5285336-5285548|573|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_V9ZRQ7|UniRef50_V9ZRQ7,ec:0.0.0.0,,
5925,gi|420023692|ref|NZ_AKAC01000179.1|:1-105|573|g__Klebsiella.s__Klebsiella_pneumoniae|UniRef90_J2PEC3|UniRef50_J2PEC3,ec:0.0.0.0,,
5926,gi|256823905|ref|NC_013169.1|:c70387-68558|1276|g__Kytococcus.s__Kytococcus_sedentarius|UniRef90_C7NII8|UniRef50_C7NII8,ec:0.0.0.0,,
5927,gi|551003426|ref|NZ_ATWB01000003.1|:70085-71164|140626|g__Lachnobacterium.s__Lachnobacterium_bovis|UniRef90_UPI0003B58D66|UniRef50_R7N7L5,ec:0.0.0.0,,
5928,gi|336440837|ref|NZ_GL945321.1|:c1323-148|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QFC0|UniRef50_F6DRC7,ec:0.0.0.0,,
5929,gi|336440814|ref|NZ_GL945298.1|:c99517-98970|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_E5XG12,ec:0.0.0.0,,
5930,gi|336440819|ref|NZ_GL945303.1|:c68265-67714|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QCE2|UniRef50_D3R242,ec:0.0.0.0,,
5931,gi|336440820|ref|NZ_GL945304.1|:c53439-52996|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_D4MX05,ec:0.0.0.0,,
5932,gi|336440813|ref|NZ_GL945297.1|:c45645-44959|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_D4LZ01|UniRef50_R7NPP6,ec:5.1.3.1,ec:5.1.3.1,Carbohydrate metabolism
5932,gi|336440813|ref|NZ_GL945297.1|:c45645-44959|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_D4LZ01|UniRef50_R7NPP6,ec:5.1.3.1,ec:5.1.3.1,Carbohydrate metabolism
5932,gi|336440813|ref|NZ_GL945297.1|:c45645-44959|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_D4LZ01|UniRef50_R7NPP6,ec:5.1.3.1,ec:5.1.3.1,Energy metabolism
5932,gi|336440813|ref|NZ_GL945297.1|:c45645-44959|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_D4LZ01|UniRef50_R7NPP6,ec:5.1.3.1,ec:5.1.3.1,Global and overview maps
5932,gi|336440813|ref|NZ_GL945297.1|:c45645-44959|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_D4LZ01|UniRef50_R7NPP6,ec:5.1.3.1,ec:5.1.3.1,Global and overview maps
5932,gi|336440813|ref|NZ_GL945297.1|:c45645-44959|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_D4LZ01|UniRef50_R7NPP6,ec:5.1.3.1,ec:5.1.3.1,Global and overview maps
5932,gi|336440813|ref|NZ_GL945297.1|:c45645-44959|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_D4LZ01|UniRef50_R7NPP6,ec:5.1.3.1,ec:5.1.3.1,Global and overview maps
5933,gi|336440817|ref|NZ_GL945301.1|:c21352-20687|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QHQ9|UniRef50_D6DKT4,ec:0.0.0.0,,
5934,gi|336440814|ref|NZ_GL945298.1|:c93295-92630|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5Q9W7|UniRef50_R5TE30,ec:0.0.0.0,,
5935,gi|336440813|ref|NZ_GL945297.1|:c97592-96951|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JDC2|UniRef50_F3AXT6,ec:0.0.0.0,,
5936,gi|336440813|ref|NZ_GL945297.1|:c31392-31180|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JD94|UniRef50_F7JD94,ec:0.0.0.0,,
5937,gi|336440820|ref|NZ_GL945304.1|:46029-46199|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QE45|UniRef50_P80168,ec:0.0.0.0,,
5938,gi|336440826|ref|NZ_GL945310.1|:5291-5605|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JHZ6|UniRef50_F7JHZ6,ec:0.0.0.0,,
5939,gi|336440811|ref|NZ_GL945295.1|:c186270-184849|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QLK3|UniRef50_B9IXY8,ec:0.0.0.0,,
5940,gi|336440812|ref|NZ_GL945296.1|:c272783-271410|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QXA1|UniRef50_R6LCM5,ec:0.0.0.0,,
5941,gi|336440813|ref|NZ_GL945297.1|:c26564-25179|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JD89|UniRef50_D1QM78,ec:3.1.3.11,ec:3.1.3.11,Carbohydrate metabolism
5941,gi|336440813|ref|NZ_GL945297.1|:c26564-25179|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JD89|UniRef50_D1QM78,ec:3.1.3.11,ec:3.1.3.11,Carbohydrate metabolism
5941,gi|336440813|ref|NZ_GL945297.1|:c26564-25179|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JD89|UniRef50_D1QM78,ec:3.1.3.11,ec:3.1.3.11,Carbohydrate metabolism
5941,gi|336440813|ref|NZ_GL945297.1|:c26564-25179|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JD89|UniRef50_D1QM78,ec:3.1.3.11,ec:3.1.3.11,Energy metabolism
5941,gi|336440813|ref|NZ_GL945297.1|:c26564-25179|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JD89|UniRef50_D1QM78,ec:3.1.3.11,ec:3.1.3.11,Energy metabolism
5941,gi|336440813|ref|NZ_GL945297.1|:c26564-25179|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JD89|UniRef50_D1QM78,ec:3.1.3.11,ec:3.1.3.11,Global and overview maps
5941,gi|336440813|ref|NZ_GL945297.1|:c26564-25179|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JD89|UniRef50_D1QM78,ec:3.1.3.11,ec:3.1.3.11,Global and overview maps
5941,gi|336440813|ref|NZ_GL945297.1|:c26564-25179|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JD89|UniRef50_D1QM78,ec:3.1.3.11,ec:3.1.3.11,Global and overview maps
5941,gi|336440813|ref|NZ_GL945297.1|:c26564-25179|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JD89|UniRef50_D1QM78,ec:3.1.3.11,ec:3.1.3.11,Global and overview maps
5942,gi|336440816|ref|NZ_GL945300.1|:c49563-47227|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_F7UVE0,ec:0.0.0.0,,
5943,gi|336440819|ref|NZ_GL945303.1|:c62064-59596|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_R5QJ66,ec:6.1.1.4,ec:6.1.1.4,
5944,gi|336440811|ref|NZ_GL945295.1|:c182669-180513|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_A9KQ75,ec:2.4.1.211,,
5945,gi|336440821|ref|NZ_GL945305.1|:c32929-30662|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_R5VPY7,ec:2.4.1.1,ec:2.4.1.1,Carbohydrate metabolism
5945,gi|336440821|ref|NZ_GL945305.1|:c32929-30662|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_R5VPY7,ec:2.4.1.1,ec:2.4.1.1,Global and overview maps
5945,gi|336440821|ref|NZ_GL945305.1|:c32929-30662|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_R5VPY7,ec:2.4.1.1,ec:2.4.1.1,Global and overview maps
5946,gi|336440815|ref|NZ_GL945299.1|:c181645-177363|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_E5XIA1,ec:0.0.0.0,,
5947,gi|336440815|ref|NZ_GL945299.1|:c33593-29844|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_Q0TMN9,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
5947,gi|336440815|ref|NZ_GL945299.1|:c33593-29844|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_Q0TMN9,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
5947,gi|336440815|ref|NZ_GL945299.1|:c33593-29844|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_Q0TMN9,ec:2.7.7.6,ec:2.7.7.6,Global and overview maps
5948,gi|336440823|ref|NZ_GL945307.1|:c17919-11611|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JHM7|UniRef50_F3AU05,ec:0.0.0.0,,
5949,gi|336440817|ref|NZ_GL945301.1|:c19133-13065|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QYL4|UniRef50_R6PJJ6,ec:0.0.0.0,,
5950,gi|336440814|ref|NZ_GL945298.1|:c21040-15107|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QI71|UniRef50_R5QI71,ec:0.0.0.0,,
5951,gi|336440811|ref|NZ_GL945295.1|:c289611-284740|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F3AXG5|UniRef50_A5KMF9,ec:0.0.0.0,,
5952,gi|336440810|ref|NZ_GL945294.1|:c297375-291988|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QE63|UniRef50_R5TJ28,ec:0.0.0.0,,
5953,gi|336440811|ref|NZ_GL945295.1|:c306760-304138|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JC79|UniRef50_F7JC79,ec:0.0.0.0,,
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Carbohydrate metabolism
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Lipid metabolism
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Amino acid metabolism
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Amino acid metabolism
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Lipid metabolism
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Xenobiotics biodegradation and metabolism
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Xenobiotics biodegradation and metabolism
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Metabolism of cofactors and vitamins
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Xenobiotics biodegradation and metabolism
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Xenobiotics biodegradation and metabolism
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Global and overview maps
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Global and overview maps
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Global and overview maps
5954,gi|336440815|ref|NZ_GL945299.1|:c114916-112298|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_H2JAN0,ec:1.1.1.1,ec:1.1.1.1,Global and overview maps
5955,gi|336440818|ref|NZ_GL945302.1|:c92637-89092|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_unknown|UniRef50_unknown,ec:0.0.0.0,,
5956,gi|336440826|ref|NZ_GL945310.1|:5639-7642|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F7JHZ7|UniRef50_B7GQL2,ec:0.0.0.0,,
5957,gi|336440820|ref|NZ_GL945304.1|:c24689-22683|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_D6DI44|UniRef50_R5BUR9,ec:0.0.0.0,,
5958,gi|336440818|ref|NZ_GL945302.1|:57555-59441|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QZD9|UniRef50_G4Q5T4,ec:0.0.0.0,,
5959,gi|336440810|ref|NZ_GL945294.1|:c347386-345500|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5R251|UniRef50_D4ML64,ec:0.0.0.0,,
5960,gi|336440810|ref|NZ_GL945294.1|:c262595-261681|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QK02|UniRef50_R6USU8,ec:0.0.0.0,,
5961,gi|336440810|ref|NZ_GL945294.1|:c340734-339964|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QL45|UniRef50_R5TQZ6,ec:0.0.0.0,,
5962,gi|336440818|ref|NZ_GL945302.1|:c77851-77069|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QBZ1|UniRef50_R6BKG9,ec:0.0.0.0,,
5963,gi|336440810|ref|NZ_GL945294.1|:c263418-262585|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QDL5|UniRef50_R5QDL5,ec:0.0.0.0,,
5964,gi|336440811|ref|NZ_GL945295.1|:c59921-59127|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QWM0|UniRef50_R5QWM0,ec:1.5.1.2,ec:1.5.1.2,Amino acid metabolism
5964,gi|336440811|ref|NZ_GL945295.1|:c59921-59127|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QWM0|UniRef50_R5QWM0,ec:1.5.1.2,ec:1.5.1.2,Global and overview maps
5964,gi|336440811|ref|NZ_GL945295.1|:c59921-59127|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QWM0|UniRef50_R5QWM0,ec:1.5.1.2,ec:1.5.1.2,Global and overview maps
5964,gi|336440811|ref|NZ_GL945295.1|:c59921-59127|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QWM0|UniRef50_R5QWM0,ec:1.5.1.2,ec:1.5.1.2,Global and overview maps
5965,gi|336440812|ref|NZ_GL945296.1|:c286314-285211|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5R1V7|UniRef50_R5CFF3,ec:0.0.0.0,,
5966,gi|336440811|ref|NZ_GL945295.1|:324524-325663|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QZU1|UniRef50_Q8DT53,ec:2.7.7.27,ec:2.7.7.27,Carbohydrate metabolism
5966,gi|336440811|ref|NZ_GL945295.1|:324524-325663|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QZU1|UniRef50_Q8DT53,ec:2.7.7.27,ec:2.7.7.27,Carbohydrate metabolism
5966,gi|336440811|ref|NZ_GL945295.1|:324524-325663|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QZU1|UniRef50_Q8DT53,ec:2.7.7.27,ec:2.7.7.27,Global and overview maps
5966,gi|336440811|ref|NZ_GL945295.1|:324524-325663|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QZU1|UniRef50_Q8DT53,ec:2.7.7.27,ec:2.7.7.27,Global and overview maps
5967,gi|336440813|ref|NZ_GL945297.1|:c44572-43508|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QA90|UniRef50_R7NPK9,ec:0.0.0.0,,
5968,gi|336440815|ref|NZ_GL945299.1|:c166968-165775|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_D4M4C8|UniRef50_O83217,ec:0.0.0.0,,
5969,gi|336440822|ref|NZ_GL945306.1|:70601-71794|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_F2NT91|UniRef50_P62904,ec:0.0.0.0,,
5970,gi|336440812|ref|NZ_GL945296.1|:c294633-293482|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R6PI03|UniRef50_R5V2E7,ec:0.0.0.0,,
5971,gi|336440822|ref|NZ_GL945306.1|:c6844-5792|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QTI6|UniRef50_R5QTI6,ec:2.7.9.3,ec:2.7.9.3,Metabolism of other amino acids
5971,gi|336440822|ref|NZ_GL945306.1|:c6844-5792|658081|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA|UniRef90_R5QTI6|UniRef50_R5QTI6,ec:2.7.9.3,ec:2.7.9.3,Global and overview maps
5972,gi|336437956|ref|NZ_GL945189.1|:c872-281|658655|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA|UniRef90_F7JS83|UniRef50_F7JS83,ec:0.0.0.0,,
5973,gi|336437932|ref|NZ_GL945165.1|:c179719-179420|658655|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA|UniRef90_R6EXY7|UniRef50_A8YXK7,ec:0.0.0.0,,
5974,gi|336437934|ref|NZ_GL945167.1|:c129258-125716|658655|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA|UniRef90_unknown|UniRef50_unknown,ec:0.0.0.0,,
5975,gi|336437930|ref|NZ_GL945163.1|:170228-171079|658655|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA|UniRef90_unknown|UniRef50_R6EE31,ec:2.4.1.129,ec:2.4.1.129,Glycan biosynthesis and metabolism
5976,gi|514340182|ref|NZ_KE150017.1|:c1730964-1730422|742723|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_46FAA|UniRef90_R5QXM3|UniRef50_Q8R7W9,ec:0.0.0.0,,
5977,gi|514340182|ref|NZ_KE150017.1|:c549714-549544|742723|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_46FAA|UniRef90_R6QLS0|UniRef50_R5WSN3,ec:0.0.0.0,,
5978,gi|514340182|ref|NZ_KE150017.1|:c1119765-1119418|742723|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_46FAA|UniRef90_R6PLP9|UniRef50_A5N817,ec:0.0.0.0,,
5979,gi|514340182|ref|NZ_KE150017.1|:c2107726-2106335|742723|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_46FAA|UniRef90_R6LJ42|UniRef50_A9H9A8,ec:3.6.3.14,ec:3.6.3.14,Energy metabolism
5979,gi|514340182|ref|NZ_KE150017.1|:c2107726-2106335|742723|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_46FAA|UniRef90_R6LJ42|UniRef50_A9H9A8,ec:3.6.3.14,ec:3.6.3.14,Energy metabolism
5979,gi|514340182|ref|NZ_KE150017.1|:c2107726-2106335|742723|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_46FAA|UniRef90_R6LJ42|UniRef50_A9H9A8,ec:3.6.3.14,ec:3.6.3.14,Global and overview maps
5980,gi|514340182|ref|NZ_KE150017.1|:c2132606-2130051|742723|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_46FAA|UniRef90_F3BC28|UniRef50_R6PH67,ec:0.0.0.0,,
5981,gi|514340182|ref|NZ_KE150017.1|:c2108628-2107768|742723|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_46FAA|UniRef90_F3BC00|UniRef50_R5VHD0,ec:0.0.0.0,,
5982,gi|336434658|ref|NZ_GL945339.1|:c145314-144796|658082|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA|UniRef90_R5UAV7|UniRef50_R5ALM4,ec:0.0.0.0,,
5983,gi|336434660|ref|NZ_GL945341.1|:c145716-145165|658082|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA|UniRef90_A7B5T8|UniRef50_A7B5T8,ec:0.0.0.0,,
5984,gi|336434663|ref|NZ_GL945344.1|:c51897-51241|658082|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA|UniRef90_R5U6A9|UniRef50_R5WT18,ec:0.0.0.0,,
5985,gi|336434658|ref|NZ_GL945339.1|:c11323-11138|658082|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA|UniRef90_R5QET0|UniRef50_R7AWI2,ec:0.0.0.0,,
5986,gi|336434657|ref|NZ_GL945338.1|:c209298-207829|658082|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA|UniRef90_R5TN47|UniRef50_P24240,ec:3.2.1.86,ec:3.2.1.86,Carbohydrate metabolism
5986,gi|336434657|ref|NZ_GL945338.1|:c209298-207829|658082|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA|UniRef90_R5TN47|UniRef50_P24240,ec:3.2.1.86,ec:3.2.1.86,Carbohydrate metabolism
5987,gi|336434654|ref|NZ_GL945335.1|:c271237-270464|658082|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA|UniRef90_R5UAA9|UniRef50_R5QD25,ec:0.0.0.0,,
5988,gi|336434654|ref|NZ_GL945335.1|:c264141-263368|658082|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA|UniRef90_unknown|UniRef50_R5IRB1,ec:0.0.0.0,,
